,Job_Title,Experience,Company,Scraping_Date,Salary,Location,Tags_Associated,Posting_Date
592,Teaching Assistant- FSD,0-3 Yrs,Testbook Edu Solutions,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai",Training,30+ Days Ago
593,Teaching Assistant- Business Analyst,0-2 Yrs,Testbook Edu Solutions,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai",Training,30+ Days Ago
594,Freelance Teaching Assistant - Business Analyst,0-3 Yrs,Testbook Edu Solutions,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai",Training,30+ Days Ago
595,Freelance Teaching Assistant - Full Stack Development,0-4 Yrs,Testbook Edu Solutions,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai",Training,30+ Days Ago
596,Airline Cabin Crew / Ticketing Executive / Airport ground staff,0-1 Yrs,Cita Training Academy ,09/09/2022,"50,000 - 3,00,000 PA.","Lucknow, Delhi / NCR, Mumbai (All Areas)",Hospitality,Few Hours Ago
597,Hiring Freshers Airlines Customer Support (Voice) | Mumbai,0-1 Yrs,Wipro,09/09/2022,"1,00,000 - 2,25,000 PA.","Mumbai, Mumbai (All Areas)",English,6 Days Ago
598,Air Ticketing Executive | Hindi Voice Process | Airlines,0-1 Yrs,AVIAFLYEXPERT HR SOLUTIONS LLP ,09/09/2022,"1,50,000 - 1,75,000 PA.",Chennai,Airlines,1 Day Ago
599,urgently required Cabin crew For Different Airlines,0-1 Yrs,DTNP INTERNATIONAL,09/09/2022,"7,50,000 - 11,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Cabin Crew Activities,2 Days Ago
600,Airline Ticketing Executive / Travel Consultant / airport ground staff,0-5 Yrs,Creative Hands HR Consultancy,09/09/2022,"4,00,000 - 6,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Ranchi, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",ground staff,18 Days Ago
601,Walk-In Drive For IGT Solutions For Premium Airline Process,0-5 Yrs,IGT Solutions,09/09/2022,"1,00,000 - 1,50,000 PA.",Chennai,Customer Support,14 Days Ago
602,Air Ticketing Executive | Hindi Voice Process | Airlines,0-1 Yrs,AVIAFLYEXPERT HR SOLUTIONS LLP ,09/09/2022,"1,50,000 - 2,00,000 PA.",Chennai,Airlines,3 Days Ago
603,Cabin Crew / Air Hostess ( Only Female) Leading Full Service Airline,0-5 Yrs,Intellecta Consultants ,09/09/2022,"3,50,000 - 7,00,000 PA.","Kolkata, Chandigarh, Nainital, Gurgaon/Gurugram, Amritsar, Bangalore/Bengaluru",Cabin Crew,10 Days Ago
604,Quality Analyst (Airline),1-5 Yrs,Majorel,09/09/2022,"1,00,000 - 3,50,000 PA.",Navi Mumbai,Airlines,1 Day Ago
605,Customer Service Expert For the best airlines,0-5 Yrs,Praxis Services,09/09/2022,"2,50,000 - 4,00,000 PA.","Gurgaon/Gurugram(Sohna Road), Delhi / NCR",Customer Service,10 Days Ago
606,Hiring For one the of the Leading Airline/Travel Process WFH ! INR 24K,0-1 Yrs,AVIAFLYEXPERT HR SOLUTIONS LLP ,09/09/2022,"2,75,000 - 3,00,000 PA.","Guwahati, Kolkata, Gorakhpur, Kanpur, Haldwani, Lucknow, Delhi / NCR",Airline Process,7 Days Ago
607,Cabin Crew / Air Hostess ( Only Females) Leading Full Service Airline,0-5 Yrs,Intellecta Consultants ,09/09/2022,"3,50,000 - 7,00,000 PA.","Nasik/Nashik, Pune, Ahmedabad, Surat, Delhi / NCR, Mumbai (All Areas)",Cabin Crew,10 Days Ago
608,Openings in United Airlines Process | International Voice | Gurgaon,0-4 Yrs,Career Mission ,09/09/2022,"2,25,000 - 4,00,000 PA.",Gurgaon/Gurugram,international voice,2 Days Ago
609,Customer Success Manager - Airline & Travel SaaS Product,2-7 Yrs,NetSysCon,09/09/2022,Not disclosed,Delhi / NCR,Customer Success Management,1 Day Ago
610,WNS is hiring Airlines process,0-4 Yrs,WNS Global Services,09/09/2022,Not disclosed,Mumbai (All Areas),amadeus,30+ Days Ago
611,Cabin Crew / Air Hostess ( Only Female) Leading Full Service Airline,0-2 Yrs,Cita Training Academy ,09/09/2022,"35,00,000 - 65,00,000 PA.","Pune, Mumbai (All Areas), GOA",cabin crew,25 Days Ago
612,Airlines Cabin Crew Interviews @ Mumbai Location ( Fresher ),0-2 Yrs,Cita Training Academy ,09/09/2022,"3,00,000 - 8,00,000 PA.","Navi Mumbai, Pune, Mumbai (All Areas)",BPO,27 Days Ago
613,Opening For Lead Cabin Crew with leading Airlines,2-7 Yrs,Onboard HRServices LLP  ,09/09/2022,"50,000 - 3,00,000 PA.","Indore, Ahmedabad, Chennai",cabin attendant,1 Day Ago
614,Opening For Lead Cabin Crew For Leading Airlines,2-7 Yrs,Onboard HRServices LLP  ,09/09/2022,"50,000 - 3,00,000 PA.","Kochi/Cochin, Hyderabad/Secunderabad, Bangalore/Bengaluru",cabin attendant,1 Day Ago
615,Airline Ground Staff,0-5 Yrs,Fly Jet Aviation Service Pvt Ltd,09/09/2022,Not disclosed,"New Delhi, Hyderabad/Secunderabad",Cabin,30+ Days Ago
616,Graphic Designer,2-3 Yrs,Gofuture Team Digital Inc,09/09/2022,"2,25,000 - 3,00,000 PA.","Kolkata, Howrah",Motion Graphics,1 Day Ago
617,Motion Graphic Designer,2-7 Yrs,Manipal Technologies,09/09/2022,"3,00,000 - 8,00,000 PA.","Mangaluru/Mangalore, Manipal",Aftereffects,Few Hours Ago
618,Sr. Graphic Designer and Animator - Gols,0-5 Yrs,GOLS,09/09/2022,Not disclosed,Mumbai,Graphic Design,10 Days Ago
619,Digital Art Jobs | Graphics Designer Job Kochi,0-5 Yrs,Advids.co,09/09/2022,"2,00,000 - 4,00,000 PA.","Kochi/Cochin, Vellore, Trivandrum/Thiruvananthapuram",Illustration,6 Days Ago
620,Digital Art Jobs | Graphics Designer Job Mumbai,0-5 Yrs,Advids.co,09/09/2022,"2,00,000 - 4,00,000 PA.","Panaji/Panjim, Nasik/Nashik, Mumbai (All Areas)",Illustration,6 Days Ago
621,Digital Art Jobs | Graphics Designer Job Ahmedabad,0-5 Yrs,Advids.co,09/09/2022,"2,00,000 - 4,00,000 PA.","Ahmedabad, Jaipur, Surat",Illustration,6 Days Ago
622,Digital Art Jobs | Graphics Designer Job Bangalore,0-5 Yrs,Advids.co,09/09/2022,"2,00,000 - 4,00,000 PA.","Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",Illustration,6 Days Ago
623,Senior Graphic Designer,9-12 Yrs,Eseo Solutions,09/09/2022,"4,00,000 - 8,00,000 PA.",Gurgaon/Gurugram,corel draw,Just Now
624,Hiring Graphics Designer / Sr. Graphics Designer,4-8 Yrs,Book My Forex,09/09/2022,"6,00,000 - 10,00,000 PA.",Gurgaon/Gurugram,Graphic Designing,Few Hours Ago
625,Graphics Designer Job | Adobe Illustrator Jobs Kolkata,0-5 Yrs,Advids.co,09/09/2022,"2,00,000 - 4,00,000 PA.","Guwahati, Bhubaneswar, Kolkata",Illustration,6 Days Ago
626,Web Graphic Designer,0-4 Yrs,sourcedotcom,09/09/2022,"50,000 - 3,00,000 PA.",Gurgaon/Gurugram(Udyog Vihar Industrial Area Phase VI),graphic designing,10 Days Ago
627,Motion Graphic Designer,0-4 Yrs,CubicDesignz,09/09/2022,"2,50,000 - 3,00,000 PA.",Chennai,Aftereffects,2 Days Ago
628,Visual Designer - Graphic Designer & Video Editing,0-2 Yrs,JobShop ,09/09/2022,"2,50,000 - 3,50,000 PA.",Bangalore/Bengaluru(Old Airport Road),Video Editing,3 Days Ago
629,Motion Graphics Designer,3-5 Yrs,Pixel Force,09/09/2022,"4,00,000 - 7,50,000 PA.",Bangalore/Bengaluru,After Effects,Few Hours Ago
630,Motion Graphic Designer,3-6 Yrs,Yubi,09/09/2022,Not disclosed,Bangalore/Bengaluru,Video Editing,1 Day Ago
631,Graphic Designer,0-3 Yrs,Advantage Club,09/09/2022,Not disclosed,Gurgaon/Gurugram,Graphics,9 Days Ago
632,"Documentation Executive / Export Executive
Shipping
",2-4 Yrs,Prestige Global ,09/09/2022,Not disclosed,Gurgaon/Gurugram,Export Documentation,Just Now
633,Shipping Executive,4-7 Yrs,Pearl Global,09/09/2022,"4,25,000 - 5,00,000 PA.","Faridabad, Gurgaon/Gurugram, Delhi / NCR",shipping,1 Day Ago
634,Packaging & Shipping Executive,0-1 Yrs,Quirksmith Lifestyle LLP,09/09/2022,"1,50,000 - 2,00,000 PA.",Bangalore/Bengaluru,computer operating,8 Days Ago
635,IT Executive/Desktop Engineer - Maxicon Shipping Agencies,2-5 Yrs,Seaways Shipping Logistics,09/09/2022,"1,75,000 - 2,75,000 PA.",Navi Mumbai,Networking,10 Days Ago
636,"Sr. Executive - Import Documentation, (Shipping)",5-10 Yrs,IdealCrew Services  ,09/09/2022,"3,50,000 - 7,00,000 PA.",Mumbai,Import Documentation,1 Day Ago
637,Amazon is hiring shipping specialist -L2,2-5 Yrs,Amazon,09/09/2022,"1,00,000 - 3,00,000 PA.",Mumbai(Vikhroli),Logistics,2 Days Ago
638,Shipping Executive || Vadodara,2-3 Yrs,Simpex Engineering India Private Limited ,09/09/2022,Not disclosed,Vadodara,Documentation,8 Days Ago
639,General Manager -  Training (Shipping / Logistics),15-24 Yrs,WNS Global Services,09/09/2022,Not disclosed,"Visakhapatnam, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",Training And Development,11 Days Ago
640,Amazon is hiring Shipping Specialist- L3 Work form Office,3-8 Yrs,Amazon,09/09/2022,Not disclosed,Hyderabad/Secunderabad,E-Way bill,2 Days Ago
641,Sales Executive and Asst Sales Manager - Shipping,0-4 Yrs,Pplanet HR Services,09/09/2022,Not disclosed,Mumbai,Assistant Manager,30+ Days Ago
642,Shipping Coordinator - Logistics,3-8 Yrs,Dewan Consultants Pvt. Ltd. ,09/09/2022,"14,00,000 - 15,00,000 PA.",Qatar,shipping coordinator,Just Now
643,Shipping Manager,10-16 Yrs,DKC Exports,09/09/2022,"4,25,000 - 7,50,000 PA.",New Delhi(Vasant Kunj),Customs Documentation,3 Days Ago
644,Business Development Manager - Shipping & Logistics,12-15 Yrs,Corporate Search,09/09/2022,Not disclosed,Mumbai,Project Management,15 Days Ago
645,"Chief engg,2nd Engg & Deck Cadet-Container Cargo Ship",0-2 Yrs,ocean star ships,09/09/2022,Not disclosed,Chandigarh,Chief engg,30+ Days Ago
646,"Deck Cadet,GP Rating-Container & Cargo Ship",0-2 Yrs,ocean star ships,09/09/2022,Not disclosed,Chandigarh,GP Rating-Container & Cargo Ship,30+ Days Ago
647,Deck Cadet-RO RO Cargo Ship,0-2 Yrs,ocean star ships,09/09/2022,Not disclosed,Jalandhar,Deck Cadet-RO RO Cargo Ship,30+ Days Ago
648,Shipping Executive,0-4 Yrs,Seven Consultancy,09/09/2022,Not disclosed,Bengaluru,Executive Supervisor,30+ Days Ago
649,AB & Oiler(Exp.) for Container Ship,0-6 Yrs,ocean star ships,09/09/2022,Not disclosed,Chandigarh,AB & Oiler(Exp.)-Container Ship,30+ Days Ago
650,Programmer / Data Analyst,3-7 Yrs,Frost & Sullivan,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), Karnataka, Tamil Nadu",CATI,Few Hours Ago
651,Data Engineer - SQL - Immediate Joiner,4-9 Yrs,Tech Mahindra,09/09/2022,Not disclosed,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",MySQL,1 Day Ago
652,Content Analyst- Language - Marathi/ Guajarati/  Telugu/Tamil/ Kannada,0-5 Yrs,Kantar,09/09/2022,"3,50,000 - 4,50,000 PA.","Kolkata, Bangalore/Bengaluru, Mumbai (All Areas)",Marathi,1 Day Ago
653,Analytics and Modeling Senior Analyst,8-10 Yrs,Accenture,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",Business process,11 Days Ago
654,Data Science Analytics Manager,3-5 Yrs,Accenture,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",Project management,14 Days Ago
655,Data Science Analytics Manager,4-7 Yrs,Accenture,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",Change management,14 Days Ago
656,Analytics and Modeling Analyst,3-4 Yrs,Accenture,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Business process,30+ Days Ago
657,Rpa Business Analyst,5-10 Yrs,Tech Mahindra,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",rpa,30+ Days Ago
658,OAC Reporting Lead,7-12 Yrs,Oracle,09/09/2022,Not disclosed,"Noida, Kolkata, Bangalore/Bengaluru",OAC,Today
659,ODI (Oracle Data Integrator) Lead,8-12 Yrs,Oracle,09/09/2022,Not disclosed,"Noida, Kolkata, Bangalore/Bengaluru",Oracle BI Apps,Today
660,Contact Center Hiring,6-11 Yrs,EY,09/09/2022,Not disclosed,"Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Contact Center Operations,9 Days Ago
661,Lead Business Analyst,5-10 Yrs,HomeLane,09/09/2022,"15,00,000 - 27,50,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",sql,29 Days Ago
662,RPA Business Analyst,5-10 Yrs,Sterlite Technologies,09/09/2022,"9,00,000 - 15,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",UiPath,2 Days Ago
663,Credit Risk Senior Consultant,3-8 Yrs,EY,09/09/2022,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru, Delhi / NCR, Trivandrum/Thiruvananthapuram, Hyderabad",Credit Risk,Just Now
664,Guidewire Business Analyst,5-10 Yrs,HR Logica,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Guidewire,30+ Days Ago
665,Genpact Hiring For NetSuite - Functional consultant,7-12 Yrs,Genpact,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Netsuite,30+ Days Ago
666,Genpact Hiring For NetSuite - Principal Business Analyst,7-12 Yrs,Genpact,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Netsuite,30+ Days Ago
667,"Head, Data & Analytics Alliances",15-20 Yrs,Tech Mahindra,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",GIS,30+ Days Ago
668,Advisory - Deals - FDD - Senior Associate 2,4-8 Yrs,PwC,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",Hospitality,14 Days Ago
669,Advisory - Deals - FDD - Senior Associate,2-6 Yrs,PwC,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",Hospitality,14 Days Ago
670,"Analyst, Services Business Intelligence",2-5 Yrs,Ciena,09/09/2022,Not disclosed,Gurgaon/Gurugram,Power BI,Just Now
671,Business Intelligence Analyst,1-4 Yrs,Amazon,09/09/2022,"50,000 - 1,00,000 PA.",Bangalore/Bengaluru,python,2 Days Ago
672,Analyst Business Intelligence & Data Science,2-5 Yrs,Ciena,09/09/2022,Not disclosed,Gurgaon/Gurugram,Data Science,7 Days Ago
673,Business Intelligence Developer,4-9 Yrs,TATA CONSULTANCY SERVICES (TCS),09/09/2022,Not disclosed,Bangalore/Bengaluru,business intelligence,2 Days Ago
674,Business Intelligence Analyst,2-7 Yrs,GLOBAL UPSIDE India Pvt Ltd ,09/09/2022,"4,00,000 - 9,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",power bi,3 Days Ago
675,Business Intelligence Analyst,8-13 Yrs,BRAINVAULT TECHNOLOGIES LLP ,09/09/2022,Not disclosed,Chennai(Nungambakkam),Tableau,2 Days Ago
676,Business Intelligence Specialist,4-8 Yrs,Cognizant,09/09/2022,Not disclosed,Hyderabad/Secunderabad,business intelligence,Few Hours Ago
677,Oracle Business Intelligence Enterprise Edition Plus Application,8-10 Yrs,Accenture,09/09/2022,Not disclosed,Gurgaon/Gurugram,Business process,Just Now
678,Senior Analyst/Assistant Manager - Business Intelligence,2-5 Yrs,Huquo Consulting Pvt. Ltd,09/09/2022,Not disclosed,"Noida, Faridabad, Gurgaon/Gurugram, Delhi / NCR",Business Intelligence,2 Days Ago
679,Business Intelligence Manager - Jiomart Marketplace,5-10 Yrs,Reliance Retail,09/09/2022,Not disclosed,Bangalore/Bengaluru,business intelligence,Just Now
680,Senior Business Intelligence Developer,7-12 Yrs,Allegis Services India Pvt. Ltd.,09/09/2022,Not disclosed,Bangalore/Bengaluru,Azure,Today
681,Business Intelligence Sr. Developer (Automotive IoT),6-11 Yrs,Cognizant,09/09/2022,Not disclosed,India,Power Bi,3 Days Ago
682,Business Intelligence Manager,6-11 Yrs,RWS Group,09/09/2022,Not disclosed,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Six Sigma,1 Day Ago
683,Senior Business Intelligence Developer - Data Warehousing,5-8 Yrs,DataToBiz,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",Business Intelligence,3 Days Ago
684,Opportunity For Business Intelligence Developer - LKQ - Bangalore,8-13 Yrs,LKQ INDIA,09/09/2022,Not disclosed,Bangalore/Bengaluru,BI Tool,2 Days Ago
685,Data Analyst/Senior Data Analyst - Business Intelligence Tools,5-10 Yrs,Megma Services,09/09/2022,Not disclosed,Gurgaon/Gurugram,Data Analysis,15 Days Ago
686,Business Intelligence (BI) Developer,2-7 Yrs,Prowess Infosystems Pvt. Ltd.,09/09/2022,"5,00,000 - 10,00,000 PA.",Jaipur,power bi,3 Days Ago
687,MicroStrategy Business Intelligence(BI) Application Developer,6-8 Yrs,Accenture,09/09/2022,Not disclosed,Bangalore/Bengaluru,Microstrategy,9 Days Ago
688,AGM - Data Analytics & Business Intelligence,6-10 Yrs,Bycyshare Technologies Pvt Ltd ,09/09/2022,"15,00,000 - 17,00,000 PA.",Gurgaon/Gurugram,Data Analytics,2 Days Ago
689,SAP BusinessObjects Business Intelligence Application Developer,4-6 Yrs,Accenture,09/09/2022,Not disclosed,Bangalore/Bengaluru,Automation,10 Days Ago
